37.8364715,55.9131240,156
37.8364562,55.9131202,161
37.8364486,55.9131088,160
37.8364410,55.9131431,161
37.8364448,55.9131813,163
37.8364677,55.9131851,164
37.8364524,55.9132080,167
37.8363838,55.9131507,181
37.8364410,55.9131355,172
37.8364448,55.9131278,167
37.8364372,55.9131164,169
37.8364257,55.9131126,166
37.8364181,55.9131011,163
37.8364257,55.9130821,158
37.8364105,55.9130744,159
37.8363990,55.9131202,165
37.8363800,55.9131202,168
37.8363838,55.9131431,164
37.8362236,55.9132728,163
37.8356781,55.9138946,143
37.8354797,55.9141921,139
37.8353691,55.9143562,136
37.8346786,55.9153327,112
37.8344154,55.9158973,118
37.8342399,55.9160881,116
37.8334732,55.9173240,129
37.8330612,55.9180564,137
37.8325920,55.9188346,143
37.8321876,55.9193954,145
37.8319549,55.9199066,150
37.8319396,55.9199752,156
37.8319206,55.9200553,160
37.8318901,55.9201278,157
37.8318710,55.9201698,158
37.8318557,55.9202003,161
37.8318405,55.9202232,163
37.8318328,55.9202575,163
37.8318214,55.9203224,169
37.8317680,55.9204406,167
37.8315010,55.9209136,161
37.8311767,55.9213562,150
37.8309745,55.9216117,146
37.8307685,55.9220466,143
37.8302383,55.9229202,145
37.8299446,55.9234886,151
37.8298568,55.9237632,145
37.8296661,55.9241485,153
37.8292083,55.9246406,148
37.8290214,55.9248504,141
37.8287963,55.9252128,142
37.8287010,55.9255752,147
37.8286781,55.9256553,146
37.8283805,55.9261970,151
37.8272171,55.9274826,149
37.8267478,55.9282264,151
37.8262748,55.9289855,150
37.8261184,55.9292449,151
37.8257637,55.9297103,149
37.8250923,55.9306488,146
37.8248481,55.9309196,149
37.8249435,55.9308471,150
37.8251266,55.9306335,151
37.8257102,55.9296989,147
37.8257293,55.9296417,149
37.8258247,55.9295005,153
37.8258323,55.9294891,154
37.8259201,55.9293441,150
37.8263206,55.9287338,147
37.8272476,55.9273338,142
37.8273925,55.9271087,143
37.8278236,55.9266586,144
37.8283042,55.9261894,145
37.8284797,55.9259147,154
37.8286628,55.9250602,153
37.8285217,55.9245643,151
37.8284416,55.9244880,156
37.8284263,55.9244155,154
37.8286476,55.9239425,156
37.8288879,55.9235763,155
37.8289756,55.9233932,156
37.8296775,55.9219474,158
37.8299484,55.9214477,159
37.8303375,55.9212722,157
37.8304748,55.9211654,158
37.8310241,55.9207611,159
37.8314094,55.9206581,162
37.8318252,55.9201507,159
37.8319168,55.9195518,155
37.8314781,55.9193611,158
37.8314247,55.9192008,156
37.8310775,55.9188919,152
37.8308753,55.9184722,154
37.8312072,55.9178314,159
37.8317527,55.9170913,163
37.8324050,55.9171714,162
37.8326644,55.9167022,165
37.8332977,55.9162483,162
37.8337211,55.9157104,161
37.8340454,55.9152069,157
37.8343200,55.9147186,160
37.8346977,55.9141845,166
37.8347358,55.9136505,156
37.8348693,55.9133377,149
37.8349113,55.9131927,153
37.8353805,55.9131126,159
37.8359146,55.9131317,162
37.8371429,55.9132652,158
37.8374023,55.9132804,157
37.8374404,55.9132957,161
37.8374671,55.9133071,165
37.8374786,55.9133377,172
37.8375396,55.9133720,181
37.8375968,55.9133644,177
37.8376007,55.9133567,175
37.8379211,55.9134368,173
37.8387603,55.9136276,166
37.8392715,55.9137954,165
37.8396186,55.9138526,166
37.8402557,55.9138793,167
37.8411941,55.9139175,165
37.8428382,55.9139862,164
37.8430137,55.9139251,165
37.8430633,55.9139137,167
37.8433837,55.9138946,169
37.8456382,55.9140205,166
37.8460044,55.9140243,167
37.8465347,55.9140090,165
37.8467025,55.9139633,162
37.8490447,55.9139823,161
37.8499755,55.9139213,164
37.8507804,55.9138145,168
37.8518142,55.9136848,171
37.8519401,55.9136428,174
37.8532524,55.9137268,165
37.8539276,55.9137573,163
37.8542861,55.9137687,162
37.8559532,55.9137001,160
37.8554077,55.9139518,161
37.8551902,55.9141845,157
37.8547668,55.9142951,156
37.8545913,55.9141387,155
37.8539543,55.9139862,157
37.8546371,55.9137802,158
37.8549919,55.9137611,159
37.8559455,55.9137306,158
37.8560867,55.9136886,166
37.8561782,55.9136466,164
37.8562736,55.9135932,166
37.8563117,55.9135589,167
37.8562889,55.9136009,168
37.8563117,55.9136123,168
37.8576736,55.9134521,164
37.8583374,55.9134559,163
37.8615722,55.9132843,168
37.8619384,55.9132423,167
37.8624763,55.9131927,168
37.8643913,55.9130516,171
37.8660278,55.9130783,172
37.8672790,55.9132461,160
37.8673934,55.9130477,156
37.8673896,55.9123802,158
37.8672714,55.9113693,160
37.8670768,55.9098434,166
37.8669204,55.9094734,171
37.8669052,55.9092102,168
37.8668937,55.9087524,167
37.8677673,55.9083404,166
37.8676452,55.9081687,169
37.8678169,55.9077682,182
37.8679161,55.9074783,213
37.8679389,55.9074897,218
